name,category,rating,city,cost_per_plate,decoration,makeup_artist,dj,photography
Swarajya Digital,photographers,5.0,nashik,1500,96100,24400,11400,54700
Vikrant Dashputre...,photographers,3.0,nashik,2200,133900,25100,8600,58300
Saugraphy,photographers,3.0,nashik,999,70600,15600,8200,34100
Noushad Cameo...,photographers,3.0,kochi,90000,4527100,906600,13700,1812900
Ashique Hassan...,photographers,3.0,kochi,1500,94500,18600,12400,41700
Pepper Green,photographers,5.0,kochi,75000,3767900,758200,12000,1520200
Weva Photography,photographers,3.0,kochi,2000,122700,28900,8500,55600
Calypso Wedding Studio,photographers,3.0,kochi,1499,90500,18900,14900,51400
Click Studio...,photographers,3.0,mathura,30000,1518200,305400,8500,623300
Ramji Studio,photographers,3.0,mathura,25000,1275400,254600,9900,522300
Sky Wedding Films,photographers,3.0,mathura,30000,1529800,305800,10900,620800
The Picture Square...,photographers,3.0,mathura,30000,1526500,309900,10200,613900
Picture House By Yogesh,photographers,3.0,mathura,25000,1277200,253600,14300,511100
Akshay Mestry...,photographers,3.0,lonavala,999,78500,15300,9900,38600
Nangrai Photo Studio,photographers,3.0,lonavala,1600,96900,23500,11900,55600
Pratima Photo Studio,photographers,3.0,lonavala,2000,116800,26300,13200,53100
Happyframes,photographers,3.0,lonavala,2000,123700,28500,10200,60600
Arnold Dsilva...,photographers,3.0,lonavala,1600,100800,21600,11800,50000
Clicking Happiness...,photographers,3.0,lonavala,2200,134200,28800,10600,63800
Musing Frames By...,photographers,3.0,lonavala,1400,92100,19600,12900,42300
Sv photography lonavala,photographers,3.0,lonavala,1499,95100,21200,12100,50900
Vaibhav Ambhore...,photographers,3.0,lonavala,1500,96600,24500,13200,42400
Vishal Photography,photographers,3.0,lonavala,999,65100,13400,9100,33500
Anil Atul Studio,photographers,3.0,lonavala,1400,87400,17900,11900,43100
Chandrakala Photos,photographers,3.0,thane,20000,1020500,207900,10500,423900
Soulklick Photography,photographers,5.0,thane,75000,3765600,757800,14600,1521200
WhiteRay Photography,photographers,2.0,thane,75000,3773600,759900,10600,1519400
Sushal Vaitys...,photographers,2.0,thane,70000,3528400,708500,10500,1422000
DS Photography,photographers,2.0,thane,70000,3518800,703400,10800,1410500
Maharashtra Photo...,photographers,2.0,thane,75000,3776000,759200,14100,1521300
Atharva Shetye...,photographers,2.0,thane,75000,3769200,756900,14600,1513700
Dadiwala Production,photographers,5.0,thane,75000,3777100,755600,14500,1512200
Creative Clicks,photographers,3.0,thane,650000,32523500,6507300,10800,13020600
Vibrant Clicks,photographers,2.0,thane,215000,10775200,2157300,9600,4313800
Anuj Joshi Photography,photographers,2.0,thane,75000,3778600,755700,13700,1512600
Himanshu Photography,photographers,3.0,thane,13000,677600,137000,14500,276600
Photophactory,photographers,3.0,thane,25000,1266400,256300,10400,522100
Sparsh Photography,photographers,5.0,thane,75000,3776800,759200,12000,1516800
Candid Eye Fotography...,photographers,2.0,thane,75000,3777900,758200,13200,1520700
Pratik Parab...,photographers,2.0,thane,75000,3773400,759800,12800,1518000
Paradkar Photography,photographers,5.0,thane,50000,2524800,509100,9100,1013100
Vishal Movies,photographers,3.0,kanpur,1700,106200,24300,9200,55700
Colorful Candids,photographers,3.0,kanpur,1600,100400,23000,10700,42100
Shaadi Mubarak Photo...,photographers,3.0,kanpur,999,73900,13900,12100,44800
Vicky Sharma...,photographers,3.0,kanpur,2200,127000,27900,14400,57900
Kapoor Fotoshoot,photographers,3.0,kanpur,1200,79200,18000,9900,36700
DJ Film Photography,photographers,5.0,kanpur,25000,1268500,258700,11400,515400
Kashmir Studio,photographers,3.0,kanpur,2200,138700,28000,9800,65500
Subodh Bajpai...,photographers,3.0,kanpur,2000,115800,24000,14500,56200
Pratyaksh Creations,photographers,3.0,kanpur,1600,95200,20200,11900,42500
Dynamic Creator...,photographers,3.0,kanpur,1499,93700,20400,9600,45900
Naveen Studio,photographers,3.0,kanpur,1400,98400,18800,11700,42400
New Generation Studio,photographers,3.0,kanpur,1499,99700,20900,8000,51200
Shammi Studio,photographers,3.0,kanpur,999,75600,17900,13200,34100
Snap Clickers,photographers,3.0,bareilly,60000,3021700,609100,13400,1222100
Candid Motions,photographers,3.0,bareilly,50000,2526100,504400,11900,1019200
Cross Rings Captures,photographers,3.0,bareilly,75000,3768100,756900,13700,1518400
Sumit Singh Photography,photographers,3.0,bareilly,50000,2520800,509500,10200,1011900
Flash Me Live,photographers,3.0,greater-noida,30000,1523800,303200,11000,623900
Shubh Vivah,photographers,3.0,greater-noida,40000,2028600,403200,10800,811100
Eye Creaative,photographers,3.0,greater-noida,80000,4028400,807500,13300,1615200
Wedding Photography by...,photographers,3.0,greater-noida,50000,2529400,503800,9400,1023800
Netrika Weddings,photographers,3.0,greater-noida,135000,6767700,1356700,14500,2714300
Creative Shoots,photographers,3.0,greater-noida,50000,2523900,509700,13900,1024900
Kumar Studio,photographers,3.0,greater-noida,60000,3024100,605600,11800,1224100
Camlition Productions,photographers,3.0,greater-noida,160000,8021000,1604100,12600,3218100
The Wedding Opera,photographers,3.0,greater-noida,12000,627500,127500,8800,260800
Yaadeinclicks...,photographers,4.0,greater-noida,10000,529300,103600,10700,218600
Naman Photography,photographers,4.0,greater-noida,10500,548000,113700,13700,227800
Lens Sutra,photographers,4.0,greater-noida,30000,1515000,304500,12800,618000
Anuj Photo Studios %...,photographers,4.0,greater-noida,10000,521400,105900,10700,214800
Ram Studio,photographers,4.0,greater-noida,60000,3026000,606200,13400,1219000
Prateek Dua Photography,photographers,3.0,greater-noida,50000,2529100,504800,8100,1024700
Om Studio,photographers,3.0,greater-noida,50000,2527200,503700,8100,1011500
Nisha Photo Studio,photographers,3.0,greater-noida,20000,1016900,206800,14400,421700
Picaso Entertainments,photographers,3.0,greater-noida,50000,2521700,505900,10100,1011200
Blink Captures,photographers,3.0,greater-noida,35000,1779500,358300,8800,710400
JK Digital Photo Studio,photographers,3.0,greater-noida,75000,3772800,755100,8200,1520200
Kyes Photography,photographers,5.0,greater-noida,8000,415900,83400,11700,177200
PinPhocus Photography,photographers,5.0,greater-noida,50000,2518200,508800,14700,1020700
Gopal Photo Studio,photographers,3.0,greater-noida,18000,925400,186600,10400,383600
VFXbaba,photographers,3.0,greater-noida,55000,2772000,557600,9900,1119900
Tamanna Satsangi...,photographers,3.0,greater-noida,25000,1265100,257200,10700,514800
The Wedding Palette,photographers,3.0,greater-noida,85000,4266700,857200,11500,1722200
Royal Foto Shop,photographers,3.0,greater-noida,30000,1525400,307300,13900,613400
Makeup by Oosh,makeup-artists,3.0,delhi,22000,1127400,229000,14000,450700
Yamini Saxena Makeup...,makeup-artists,3.0,delhi,10000,518000,105400,11400,217000
Soma Makeup Artist,makeup-artists,3.0,delhi,2200,125100,26200,13200,61300
Shayra Makeups,makeup-artists,3.0,delhi,1600,104100,24000,14300,47700
Aditi Dubey Bridal...,makeup-artists,3.0,delhi,1500,98600,21800,10800,46800
Triptii Rastogi,makeup-artists,3.0,delhi,45000,2278600,458700,10700,919400
Mohiini Makeovers,makeup-artists,3.0,delhi,11000,566900,115700,14000,243200
Smridhi Dua Makeover,makeup-artists,3.0,delhi,12000,621100,129200,11900,251000
Make up by Nidhi...,makeup-artists,3.0,delhi,38000,1923500,386300,11400,783500
Chandni Singh,makeup-artists,5.0,delhi,42000,2121100,424700,14600,863100
Ambika Pillai,makeup-artists,5.0,delhi,4500,240600,48300,8900,106100
Vidya Tikari,makeup-artists,5.0,delhi,4500,241900,49000,10200,106000
Aarti Makker,makeup-artists,3.0,delhi,20000,1017100,209900,13500,422800
Renu Arora Hair and...,makeup-artists,3.0,delhi,25000,1271900,254100,9600,517200
SHEEN-Makeup by sheeny...,makeup-artists,4.0,delhi,18000,918100,189600,8600,381700
Kanika Khosla-Makeup...,makeup-artists,5.0,delhi,15000,775500,159700,11300,322100
Make Over By Anju Dogra,makeup-artists,3.0,delhi,30000,1524600,305500,10600,623000
Avantika Kapur Hair and...,makeup-artists,4.0,delhi,25000,1265600,254500,10500,512500
Ruchika Khurana Makeup...,makeup-artists,4.0,delhi,20000,1023900,207500,12600,411900
Ashim Makeup Artist,makeup-artists,3.0,delhi,18000,920400,188800,9000,381600
Dharna Arora makeovers,makeup-artists,4.0,delhi,20000,1018900,207400,14900,424700
Simmi Chhabra Makeup...,makeup-artists,4.0,delhi,15000,774900,156700,11600,313200
Gunjan Dipak Makeovers,makeup-artists,4.0,delhi,32000,1629200,326500,14000,652600
Pooja khurana makeover,makeup-artists,4.0,delhi,35000,1768400,359400,8200,717800
Aakriti Kochar Bridal...,makeup-artists,3.0,delhi,40000,2024300,405800,14300,818200
Anjie Gogna makeup,makeup-artists,3.0,delhi,30000,1528600,309000,14700,614000
Tanushree Jain Makeup...,makeup-artists,3.0,delhi,25000,1277400,255800,8400,517000
Big Boss Salon By Komal,makeup-artists,3.0,faridabad,999,73400,18100,9900,36700
Makeups By Hem Azad,makeup-artists,3.0,faridabad,10000,517400,105500,8300,220400
Malvika Bhatia...,makeup-artists,3.0,faridabad,18000,925200,186800,12300,380800
Makeup Studio By Misha...,makeup-artists,3.0,faridabad,1600,95500,22000,12700,42700
Ciaoo Bella Makeovers,makeup-artists,3.0,faridabad,15000,778400,157600,9000,322000
Gurpreet Arora makeup...,makeup-artists,3.0,faridabad,15000,765200,153900,10200,317700
Ritu chawla makeovers,makeup-artists,3.0,faridabad,1600,95900,25100,12900,56200
Simrans Style Sile...,makeup-artists,3.0,faridabad,12000,626700,129100,13100,264700
Glam Up By Mia,makeup-artists,3.0,faridabad,1800,116600,25600,14200,57500
Arpita dua artistry,makeup-artists,3.0,faridabad,999,65000,18400,12100,42100
Isha Asija Makeovers,makeup-artists,4.0,faridabad,10000,523600,109600,10400,216800
Monisha Makeovers,makeup-artists,4.0,faridabad,10000,515900,105800,14200,220000
Ace Makeup by Nikita...,makeup-artists,4.0,faridabad,30000,1515500,309700,9900,622600
S Kaur Makeup Artist,makeup-artists,4.0,faridabad,10000,522300,103200,13600,216300
Aashna Makeover,makeup-artists,4.0,faridabad,6000,319900,66500,13300,137900
Makeup Artistry by...,makeup-artists,4.0,faridabad,1800,112900,23500,11000,56000
Rajasthan Hair and...,makeup-artists,4.0,faridabad,20000,1028200,203900,10100,416200
Malvika Makeovers,makeup-artists,4.0,faridabad,15000,769100,153100,14900,322700
Neha Kapoor Makeup...,makeup-artists,4.0,faridabad,15000,778300,156500,9100,313300
The Adorable by Pooja,makeup-artists,4.0,faridabad,10000,522200,104000,11100,219800
Roopsee Beauty Clinic,makeup-artists,5.0,faridabad,1700,110300,26000,12200,49600
Shivangi Verma,makeup-artists,5.0,faridabad,1700,111800,26400,14700,47600
Vvanitaa Makeovers,makeup-artists,5.0,faridabad,2000,126100,26800,12000,60600
Neelam Singh The Makeup...,makeup-artists,5.0,faridabad,1499,91500,19200,13200,44600
Sonam Tanwar Makeup,makeup-artists,3.0,faridabad,1600,108600,22400,12400,46800
Profile The Chain of...,makeup-artists,3.0,faridabad,15000,766300,153500,10200,315000
Sundri Hair And Beauty...,makeup-artists,3.0,faridabad,20000,1025400,208300,13800,421300
Glam Studios,makeup-artists,5.0,ghaziabad,1999,118600,27800,8400,56200
Pooja Makeovers,makeup-artists,5.0,ghaziabad,8100,428900,87200,10700,180000
Perfect Makeup Studio,makeup-artists,3.0,ghaziabad,15000,768400,159300,11400,323900
Alps Makeup Studio And...,makeup-artists,3.0,ghaziabad,15000,769800,157400,10700,313200
Archna MakeOver,makeup-artists,3.0,ghaziabad,2200,126900,27600,11500,55000
Rashmi MakeOver,makeup-artists,3.0,ghaziabad,15000,777000,153100,14800,321300
RK Makeovers,makeup-artists,3.0,ghaziabad,15000,776900,154600,10900,312300
Ritika Verma Makeup...,makeup-artists,3.0,ghaziabad,20000,1017400,208700,12400,413600
Vivechana Makeover,makeup-artists,3.0,ghaziabad,16000,819800,167500,8600,332100
Tanu Bakshi Makeovers,makeup-artists,3.0,ghaziabad,15000,775500,153000,10000,317400
Deepika Bridal Studio...,makeup-artists,3.0,ghaziabad,25000,1265300,255700,10800,511700
Look N Like Unisex...,makeup-artists,3.0,ghaziabad,15000,773000,156500,9100,313100
Ritu Makeover Guru,makeup-artists,3.0,ghaziabad,10000,518700,109200,12000,219200
Priyanka Makeover,makeup-artists,3.0,ghaziabad,10000,525200,103600,12300,215900
Meraki by Maahi Kaur...,makeup-artists,5.0,ghaziabad,2000,122100,28400,12200,52300
Gracia Slim n Beauty,makeup-artists,5.0,ghaziabad,1600,95700,21300,12600,47100
Neha Makeover (Makeup...,makeup-artists,5.0,ghaziabad,9000,469600,95900,11600,197100
Harshmi Makeovers,makeup-artists,5.0,ghaziabad,2200,133500,31000,11000,55600
Dazzling Looks by Palak...,makeup-artists,5.0,ghaziabad,1499,92900,18600,9000,49300
Bombshell By Priya,makeup-artists,5.0,ghaziabad,1400,94300,22700,8600,40500
Makeup By Nancy Madaan,makeup-artists,4.0,ghaziabad,13000,676200,138100,10800,284200
Glamup Beauty Makeup...,makeup-artists,4.0,ghaziabad,12000,629000,129800,14400,262000
Fab-U-Look Studio,makeup-artists,4.0,ghaziabad,12000,623900,125600,12000,254600
Nitu Makeup Artist,makeup-artists,3.0,ghaziabad,15000,777300,156300,9200,315700
Gorgeous Beauty Clinic...,makeup-artists,3.0,ghaziabad,10000,527700,104300,8200,210700
VMS Salon,makeup-artists,3.0,ghaziabad,15000,771200,158000,12300,317800
Rammys Makeup Studio,makeup-artists,3.0,ghaziabad,15000,771100,156600,14200,322600
Makeup by Manvi,makeup-artists,3.0,gurgaon,7000,378500,78800,11200,164900
Ruchika Bhatia Makeup...,makeup-artists,3.0,gurgaon,10000,515400,105800,14800,223100
Deepti Yadav,makeup-artists,3.0,gurgaon,25000,1274100,258700,8500,522000
Pooja Sonik Hair and...,makeup-artists,3.0,gurgaon,28000,1428600,289000,10100,573700
G2V Makeovers,makeup-artists,3.0,gurgaon,10000,527100,108900,8000,216700
Annamika Makeovers,makeup-artists,5.0,gurgaon,1500,97000,23200,11600,47400
Pamper Mee,makeup-artists,3.0,gurgaon,18000,929000,185200,15000,372000
Nupur Makeup Artist,makeup-artists,4.0,gurgaon,25000,1265200,256500,11100,524600
Febulous faces by Disha,makeup-artists,3.0,gurgaon,15000,775200,159000,8700,319700
Sakshi Sagar Studio,makeup-artists,3.0,gurgaon,30000,1516000,304000,8400,618100
Pooja Beauty Makeovers,makeup-artists,3.0,gurgaon,1600,97100,24800,9000,53400
Makeup by Pratiba,makeup-artists,3.0,gurgaon,20000,1023600,207400,11500,414200
Natasha Arya,makeup-artists,3.0,gurgaon,15000,777800,157000,9000,324700
Ashmeeta Sharma Makeup...,makeup-artists,3.0,gurgaon,12000,626000,129300,14400,261400
Blend N Blush by Himani...,makeup-artists,3.0,gurgaon,5000,274600,56000,13800,111900
Makeovers by Anubha,makeup-artists,3.0,gurgaon,10000,518500,106200,14100,211700
Gratia Salon,makeup-artists,3.0,gurgaon,8000,421700,88700,11100,179300
The valued face by...,makeup-artists,3.0,gurgaon,10000,516000,109800,11400,211700
Jasmeet Kapany,makeup-artists,3.0,gurgaon,50000,2521300,508800,10300,1017600
Saakshi Takiar,makeup-artists,3.0,gurgaon,35000,1766700,359600,10300,722000
Deepti Khaitan Makeup,makeup-artists,3.0,gurgaon,30000,1519700,304100,9600,616400
Makeup By Maanavi,makeup-artists,3.0,gurgaon,15000,771600,155300,13900,316100
Makeup stories by...,makeup-artists,4.0,gurgaon,18000,924500,183900,12400,372100
Makeup by Parul Garg,makeup-artists,3.0,gurgaon,30000,1520600,306700,8100,619300
Misha Vig makeup studio,makeup-artists,3.0,gurgaon,35000,1777000,356400,14800,716200
Makeover By Simran...,makeup-artists,4.0,gurgaon,18000,925800,184400,9300,376000
Rashi Sehgal Official,makeup-artists,3.0,gurgaon,30000,1525600,303600,11700,610300
Makeup By Satya,makeup-artists,3.0,noida,15000,774600,155900,13500,314100
Sneha Makeover,makeup-artists,3.0,noida,15000,776200,158100,8300,313500
Kimzi The Salon,makeup-artists,3.0,noida,15000,775000,158300,8900,312800
Saloni Makeup Artistry,makeup-artists,3.0,noida,3500,202600,40500,14200,87700
Sara Makeovers,makeup-artists,3.0,noida,20000,1027200,203900,13000,416200
Sadhanas Makeup...,makeup-artists,3.0,noida,5000,278000,54900,8500,114600
Anjum Bhardwaj,makeup-artists,5.0,noida,1800,106400,25900,8900,57500
Shweta Gargi Makeup...,makeup-artists,5.0,noida,3000,177500,40000,8200,82400
Sheetal Makeup,makeup-artists,5.0,noida,1800,114500,27300,11400,52000
Glow and Go By Nidhi,makeup-artists,5.0,noida,2000,119700,24700,10800,61500
Rups Makeover And...,makeup-artists,3.0,noida,8000,428600,83600,8100,182500
Makeup Reaction,makeup-artists,5.0,noida,25000,1268700,257500,8400,521100
The Mirror Stories,makeup-artists,3.0,noida,20000,1015500,204700,10200,418500
Glamourous Beauty Zone,makeup-artists,3.0,noida,15000,776800,156800,11700,320500
Glam Up All Day,makeup-artists,3.0,noida,22000,1129400,229900,11200,463500
MCM Makeovers,makeup-artists,3.0,noida,15000,768000,157200,13800,316500
Makeup Artistry by...,makeup-artists,3.0,noida,20000,1022900,205500,11900,413100
Bombshell,makeup-artists,3.0,noida,11000,576100,117700,12500,233400
Roopali Agrawal Make Up...,makeup-artists,3.0,noida,25000,1278100,256500,11200,511000
Kritika MS,makeup-artists,3.0,noida,18000,918600,186500,13300,380300
Astha Khanna - Makeup...,makeup-artists,3.0,noida,28000,1425300,287500,14000,574700
Makeoverdestination by...,makeup-artists,3.0,noida,14000,721900,144100,12600,293300
